"","opp_team","week","opp_sacks","year","opp_hur","team","L3_sacks","L3_hurries"
"112","UNLV",1,2,2018,0,"USC",NA,NA
"113","USC",1,5,2018,0,"UNLV",NA,NA
"114","Utah",1,3,2018,0,"Weber State",NA,NA
"115","Utah State",1,3,2018,3,"Michigan State",NA,NA
"116","UTEP",1,1,2018,1,"Northern Arizona",NA,NA
"117","UT San Antonio",1,0,2018,0,"Arizona State",NA,NA
"118","Vanderbilt",1,6,2018,2,"Middle Tennessee",NA,NA
"119","Virginia",1,2,2018,0,"Richmond",NA,NA
"120","Virginia Tech",1,5,2018,1,"Florida State",NA,NA
"121","Wake Forest",1,3,2018,1,"Tulane",NA,NA
"122","Washington",1,2,2018,0,"Auburn",NA,NA
"123","Washington State",1,3,2018,0,"Wyoming",NA,NA
"124","Western Kentucky",1,3,2018,3,"Wisconsin",NA,NA
"125","Western Michigan",1,2,2018,3,"Syracuse",NA,NA
"126","West Virginia",1,2,2018,2,"Tennessee",NA,NA
"127","Wyoming",1,3,2018,1,"Washington State",NA,NA
"128","Wyoming",1,3,2018,1,"New Mexico State",NA,NA
"129","Wisconsin",1,1,2018,2,"Western Kentucky",NA,NA
"130","Connecticut",1,0,2018,1,"UCF",NA,NA
"131","New Mexico State",1,0,2018,4,"Wyoming",NA,NA
"132","New Mexico State",1,0,2018,4,"Minnesota",NA,NA
"133","Old Dominion",1,0,2018,3,"Liberty",NA,NA
"134","Air Force",2,1,2018,1,"Florida Atlantic",NA,NA
"135","Alabama",2,2,2018,8,"Arkansas State",NA,NA
"136","Akron",2,1,2018,4,"Morgan State",NA,NA
"137","Appalachian State",2,3,2018,7,"Charlotte",NA,NA
"138","Arizona",2,0,2018,3,"Houston",NA,NA
"139","Arizona State",2,2,2018,0,"Michigan State",NA,NA
"140","Arkansas",2,1,2018,4,"Colorado State",NA,NA
"141","Arkansas State",2,1,2018,6,"Alabama",NA,NA
"142","Army",2,2,2018,0,"Liberty",NA,NA
"143","Auburn",2,4,2018,5,"Alabama State",NA,NA
"144","Ball State",2,4,2018,4,"Notre Dame",NA,NA
"145","Baylor",2,3,2018,4,"UT San Antonio",NA,NA
"146","Boise State",2,1,2018,0,"Connecticut",NA,NA
"147","Boston College",2,1,2018,0,"Holy Cross",NA,NA
"148","Bowling Green",2,0,2018,3,"Maryland",NA,NA
"149","Buffalo",2,2,2018,0,"Temple",NA,NA
"150","BYU",2,0,2018,1,"California",NA,NA
"151","California",2,2,2018,2,"BYU",NA,NA
"152","Central Michigan",2,1,2018,2,"Kansas",NA,NA
"153","Charlotte",2,1,2018,0,"Appalachian State",NA,NA
"154","Cincinnati",2,0,2018,4,"Miami (OH)",NA,NA
"155","Clemson",2,4,2018,6,"Texas A&M",NA,NA
"156","Coastal Carolina",2,2,2018,5,"UAB",NA,NA
"157","Colorado",2,2,2018,2,"Nebraska",NA,NA
"158","Colorado State",2,1,2018,6,"Arkansas",NA,NA
"159","Duke",2,4,2018,14,"Northwestern",NA,NA
"160","East Carolina",2,0,2018,5,"North Carolina",NA,NA
"161","Eastern Michigan",2,1,2018,0,"Purdue",NA,NA
"162","Florida",2,0,2018,0,"Kentucky",NA,NA
"163","Florida Atlantic",2,1,2018,2,"Air Force",NA,NA
"164","Florida International",2,2,2018,3,"Old Dominion",NA,NA
"165","Florida State",2,0,2018,4,"Samford",NA,NA
"166","Fresno State",2,1,2018,0,"Minnesota",NA,NA
"167","Georgia",2,1,2018,2,"South Carolina",NA,NA
"168","Georgia Southern",2,0,2018,3,"UMass",NA,NA
"169","Georgia State",2,0,2018,0,"NC State",NA,NA
"170","Georgia Tech",2,2,2018,0,"South Florida",NA,NA
"171","Hawai'i",2,3,2018,3,"Rice",NA,NA
"172","Houston",2,1,2018,7,"Arizona",NA,NA
"173","Illinois",2,3,2018,3,"Western Illinois",NA,NA
"174","Indiana",2,1,2018,1,"Virginia",NA,NA
"175","Iowa",2,4,2018,1,"Iowa State",NA,NA
"176","Iowa State",2,0,2018,2,"Iowa",NA,NA
"177","Kansas",2,1,2018,1,"Central Michigan",NA,NA
"178","Kansas State",2,0,2018,5,"Mississippi State",NA,NA
"179","Kent State",2,4,2018,6,"Howard",NA,NA
"180","Kentucky",2,2,2018,4,"Florida",NA,NA
"181","Liberty",2,0,2018,0,"Army",NA,NA
"182","Louisiana Monroe",2,5,2018,2,"Southern Mississippi",NA,NA
"183","Louisiana Tech",2,6,2018,1,"Southern",NA,NA
"184","Louisville",2,1,2018,2,"Indiana State",NA,NA
"185","LSU",2,5,2018,1,"Southeastern Louisiana",NA,NA
"186","Marshall",2,6,2018,11,"Eastern Kentucky",NA,NA
"187","Maryland",2,5,2018,1,"Bowling Green",NA,NA
"188","Memphis",2,1,2018,0,"Navy",NA,NA
"189","Miami",2,3,2018,1,"Savannah State",NA,NA
"190","Miami (OH)",2,0,2018,0,"Cincinnati",NA,NA
"191","Michigan",2,2,2018,1,"Western Michigan",NA,NA
"192","Michigan State",2,2,2018,0,"Arizona State",NA,NA
"193","Middle Tennessee",2,5,2018,8,"UT Martin",NA,NA
"194","Minnesota",2,0,2018,0,"Fresno State",NA,NA
"195","Mississippi State",2,4,2018,7,"Kansas State",NA,NA
"196","Missouri",2,2,2018,5,"Wyoming",NA,NA
"197","Navy",2,1,2018,1,"Memphis",NA,NA
"198","NC State",2,3,2018,6,"Georgia State",NA,NA
"199","Nebraska",2,7,2018,5,"Colorado",NA,NA
"200","Nevada",2,1,2018,2,"Vanderbilt",NA,NA
"201","New Mexico",2,1,2018,0,"Wisconsin",NA,NA
"202","North Carolina",2,1,2018,6,"East Carolina",NA,NA
"203","Northern Illinois",2,7,2018,1,"Utah",NA,NA
"204","North Texas",2,2,2018,1,"Incarnate Word",NA,NA
"205","Northwestern",2,3,2018,3,"Duke",NA,NA
"206","Notre Dame",2,1,2018,9,"Ball State",NA,NA
"207","Ohio State",2,3,2018,3,"Rutgers",NA,NA
"208","Oklahoma",2,6,2018,2,"UCLA",NA,NA
"209","Oklahoma State",2,4,2018,0,"South Alabama",NA,NA
"210","Ole Miss",2,1,2018,6,"Southern Illinois",NA,NA
"211","Oregon",2,4,2018,3,"Portland State",NA,NA
"212","Oregon State",2,2,2018,3,"Southern Utah",NA,NA
"213","Penn State",2,4,2018,4,"Pittsburgh",NA,NA
"214","Pittsburgh",2,1,2018,1,"Penn State",NA,NA
"215","Purdue",2,6,2018,0,"Eastern Michigan",NA,NA
"216","Rice",2,2,2018,0,"Hawai'i",NA,NA
"217","Rutgers",2,2,2018,0,"Ohio State",NA,NA
"218","San Diego State",2,3,2018,2,"Sacramento State",NA,NA
"219","San José State",2,0,2018,4,"Washington State",NA,NA
"220","SMU",2,0,2018,2,"TCU",NA,NA
"221","South Alabama",2,4,2018,1,"Oklahoma State",NA,NA
"222","South Carolina",2,2,2018,1,"Georgia",NA,NA
"223","Southern Mississippi",2,0,2018,5,"Louisiana Monroe",NA,NA
"224","South Florida",2,2,2018,0,"Georgia Tech",NA,NA
"225","Stanford",2,4,2018,4,"USC",NA,NA
"226","Syracuse",2,2,2018,4,"Wagner",NA,NA
"227","TCU",2,4,2018,3,"SMU",NA,NA
"228","Temple",2,0,2018,0,"Buffalo",NA,NA
"229","Tennessee",2,1,2018,1,"East Tennessee State",NA,NA
"230","Texas",2,0,2018,2,"Tulsa",NA,NA
"231","Texas A&M",2,1,2018,3,"Clemson",NA,NA
"232","Texas State",2,1,2018,0,"Texas Southern",NA,NA
"233","Texas Tech",2,2,2018,11,"Lamar",NA,NA
"234","Troy",2,3,2018,5,"Florida A&M",NA,NA
"235","Tulane",2,2,2018,0,"Nicholls",NA,NA
"236","Tulsa",2,0,2018,0,"Texas",NA,NA
"237","UAB",2,2,2018,2,"Coastal Carolina",NA,NA
"238","UCF",2,4,2018,5,"South Carolina State",NA,NA
"239","UCLA",2,0,2018,1,"Oklahoma",NA,NA
"240","UMass",2,0,2018,1,"Georgia Southern",NA,NA
"241","UNLV",2,2,2018,0,"UTEP",NA,NA
"242","USC",2,0,2018,3,"Stanford",NA,NA
"243","Utah",2,3,2018,2,"Northern Illinois",NA,NA
"244","Utah State",2,5,2018,4,"New Mexico State",NA,NA
"245","UTEP",2,2,2018,0,"UNLV",NA,NA
"246","UT San Antonio",2,3,2018,2,"Baylor",NA,NA
"247","Vanderbilt",2,3,2018,3,"Nevada",NA,NA
"248","Virginia",2,0,2018,0,"Indiana",NA,NA
"249","Virginia Tech",2,1,2018,6,"William & Mary",NA,NA
"250","Wake Forest",2,5,2018,8,"Towson",NA,NA
"251","Washington",2,2,2018,0,"North Dakota",NA,NA
"252","Washington State",2,6,2018,4,"San José State",NA,NA
"253","Western Kentucky",2,3,2018,4,"Maine",NA,NA
"254","Western Michigan",2,2,2018,1,"Michigan",NA,NA
"255","West Virginia",2,1,2018,2,"Youngstown State",NA,NA
"256","Wyoming",2,0,2018,1,"Missouri",NA,NA
"257","Wisconsin",2,1,2018,5,"New Mexico",NA,NA
"258","Connecticut",2,0,2018,0,"Boise State",NA,NA
"259","New Mexico State",2,3,2018,2,"Utah State",NA,NA
"260","Old Dominion",2,2,2018,4,"Florida International",NA,NA
"261","Alabama",3,4,2018,4,"Ole Miss",NA,NA
"262","Akron",3,2,2018,3,"Northwestern",NA,NA
"263","Arizona",3,2,2018,0,"Southern Utah",NA,NA
"264","Arizona State",3,1,2018,2,"San Diego State",NA,NA
"265","Arkansas",3,2,2018,9,"North Texas",NA,NA
"266","Arkansas State",3,5,2018,1,"Tulsa",NA,NA
"267","Army",3,3,2018,0,"Hawai'i",NA,NA
"268","Auburn",3,2,2018,5,"LSU",NA,NA
"269","Ball State",3,0,2018,1,"Indiana",NA,NA
"270","Baylor",3,0,2018,3,"Duke",NA,NA
"271","Boise State",3,3,2018,2,"Oklahoma State",NA,NA
"272","Boston College",3,4,2018,6,"Wake Forest",NA,NA
"273","Bowling Green",3,4,2018,6,"Eastern Kentucky",NA,NA
"274","Buffalo",3,6,2018,1,"Eastern Michigan",NA,NA
"275","BYU",3,2,2018,1,"Wisconsin",NA,NA
"276","California",3,4,2018,0,"Idaho State",NA,NA
"277","Central Michigan",3,1,2018,2,"Northern Illinois",NA,NA
"278","Charlotte",3,1,2018,5,"Old Dominion",NA,NA
"279","Cincinnati",3,2,2018,2,"Alabama A&M",NA,NA
"280","Clemson",3,5,2018,1,"Georgia Southern",NA,NA
"281","Coastal Carolina",3,1,2018,2,"Campbell",NA,NA
"282","Colorado",3,5,2018,5,"New Hampshire",NA,NA
"283","Colorado State",3,1,2018,1,"Florida",NA,NA
"284","Duke",3,2,2018,3,"Baylor",NA,NA
"285","Eastern Michigan",3,0,2018,0,"Buffalo",NA,NA
"286","Florida",3,5,2018,6,"Colorado State",NA,NA
"287","Florida Atlantic",3,1,2018,4,"Bethune-Cookman",NA,NA
"288","Florida International",3,4,2018,0,"UMass",NA,NA
"289","Florida State",3,3,2018,1,"Syracuse",NA,NA
"290","Fresno State",3,1,2018,1,"UCLA",NA,NA
"291","Georgia",3,0,2018,0,"Middle Tennessee",NA,NA
"292","Georgia Southern",3,1,2018,0,"Clemson",NA,NA
"293","Georgia State",3,1,2018,1,"Memphis",NA,NA
"294","Georgia Tech",3,0,2018,2,"Pittsburgh",NA,NA
"295","Hawai'i",3,0,2018,0,"Army",NA,NA
"296","Houston",3,1,2018,0,"Texas Tech",NA,NA
"297","Illinois",3,1,2018,1,"South Florida",NA,NA
"298","Indiana",3,3,2018,5,"Ball State",NA,NA
"299","Iowa",3,3,2018,3,"Northern Iowa",NA,NA
"300","Iowa State",3,1,2018,4,"Oklahoma",NA,NA
"301","Kansas",3,0,2018,2,"Rutgers",NA,NA
"302","Kansas State",3,1,2018,3,"UT San Antonio",NA,NA
"303","Kent State",3,2,2018,2,"Penn State",NA,NA
"304","Kentucky",3,1,2018,6,"Murray State",NA,NA
"305","Louisiana",3,2,2018,1,"Mississippi State",NA,NA
"306","Louisiana Monroe",3,1,2018,2,"Texas A&M",NA,NA
"307","Louisville",3,3,2018,2,"Western Kentucky",NA,NA
"308","LSU",3,1,2018,2,"Auburn",NA,NA
"309","Maryland",3,0,2018,0,"Temple",NA,NA
"310","Memphis",3,2,2018,5,"Georgia State",NA,NA
"311","Miami",3,4,2018,0,"Toledo",NA,NA
"312","Miami (OH)",3,3,2018,2,"Minnesota",NA,NA
"313","Michigan",3,2.5,2018,2,"SMU",NA,NA
"314","Middle Tennessee",3,2,2018,0,"Georgia",NA,NA
"315","Minnesota",3,2,2018,0,"Miami (OH)",NA,NA
"316","Mississippi State",3,2,2018,3,"Louisiana",NA,NA
"317","Missouri",3,1,2018,0,"Purdue",NA,NA
"318","Navy",3,1,2018,2,"Lehigh",NA,NA
"319","Nebraska",3,3,2018,2,"Troy",NA,NA
"320","Nevada",3,5,2018,0,"Oregon State",NA,NA
"321","New Mexico",3,3,2018,3,"New Mexico State",NA,NA
"322","Northern Illinois",3,3,2018,3,"Central Michigan",NA,NA
"323","North Texas",3,5,2018,5,"Arkansas",NA,NA
"324","Northwestern",3,0,2018,3,"Akron",NA,NA
"325","Notre Dame",3,1,2018,4,"Vanderbilt",NA,NA
"326","Ohio",3,3,2018,0,"Virginia",NA,NA
"327","Ohio State",3,3,2018,2,"TCU",NA,NA
"328","Oklahoma",3,1,2018,4,"Iowa State",NA,NA
"329","Oklahoma State",3,7,2018,2,"Boise State",NA,NA
"330","Ole Miss",3,1,2018,3,"Alabama",NA,NA
"331","Oregon",3,4,2018,2,"San José State",NA,NA
"332","Oregon State",3,1,2018,0,"Nevada",NA,NA
"333","Penn State",3,7,2018,3,"Kent State",NA,NA
"334","Pittsburgh",3,1,2018,5,"Georgia Tech",NA,NA
"335","Purdue",3,1,2018,0,"Missouri",NA,NA
"336","Rutgers",3,0,2018,2,"Kansas",NA,NA
"337","San Diego State",3,3,2018,1,"Arizona State",NA,NA
"338","San José State",3,1,2018,1,"Oregon",NA,NA
"339","SMU",3,1,2018,0,"Michigan",NA,NA
"340","South Alabama",3,3,2018,5,"Texas State",NA,NA
"341","South Florida",3,5,2018,3,"Illinois",NA,NA
"342","Stanford",3,0,2018,1,"UC Davis",NA,NA
"343","Syracuse",3,4,2018,5,"Florida State",NA,NA
"344","TCU",3,1,2018,3,"Ohio State",NA,NA
"345","Temple",3,7,2018,0,"Maryland",NA,NA
"346","Tennessee",3,2,2018,6,"UTEP",NA,NA
"347","Texas",3,3,2018,4,"USC",NA,NA
"348","Texas A&M",3,4,2018,2,"Louisiana Monroe",NA,NA
"349","Texas State",3,0,2018,2,"South Alabama",NA,NA
"350","Texas Tech",3,1,2018,6,"Houston",NA,NA
"351","Toledo",3,0,2018,4,"Miami",NA,NA
"352","Troy",3,3,2018,1,"Nebraska",NA,NA
"353","Tulane",3,0,2018,3,"UAB",NA,NA
"354","Tulsa",3,3,2018,3,"Arkansas State",NA,NA
"355","UAB",3,6,2018,3,"Tulane",NA,NA
"356","UCLA",3,1,2018,1,"Fresno State",NA,NA
"357","UMass",3,0,2018,0,"Florida International",NA,NA
"358","UNLV",3,4,2018,0,"Prairie View",NA,NA
"359","USC",3,2,2018,5,"Texas",NA,NA
"360","Utah",3,1,2018,0,"Washington",NA,NA
"361","Utah State",3,1,2018,4,"Tennessee Tech",NA,NA
"362","UTEP",3,2,2018,0,"Tennessee",NA,NA
"363","UT San Antonio",3,3,2018,0,"Kansas State",NA,NA
"364","Vanderbilt",3,0,2018,4,"Notre Dame",NA,NA
"365","Virginia",3,3,2018,1,"Ohio",NA,NA
"366","Wake Forest",3,1,2018,2,"Boston College",NA,NA
"367","Washington",3,2,2018,0,"Utah",NA,NA
"368","Washington State",3,2,2018,6,"Eastern Washington",NA,NA
"369","Western Kentucky",3,1,2018,2,"Louisville",NA,NA
"370","Western Michigan",3,2,2018,1,"Delaware State",NA,NA
"371","Wyoming",3,1,2018,0,"Wofford",NA,NA
"372","Wisconsin",3,1,2018,4,"BYU",NA,NA
"373","Connecticut",3,3,2018,1,"Rhode Island",NA,NA
"374","New Mexico State",3,3,2018,2,"New Mexico",NA,NA
"375","Old Dominion",3,1,2018,3,"Charlotte",NA,NA
"376","Air Force",4,1,2018,0,"Utah State",NA,NA
"377","Alabama",4,7,2018,12,"Texas A&M",NA,NA
"378","Akron",4,1,2018,2,"Iowa State",NA,NA
"379","Appalachian State",4,3,2018,1,"Gardner-Webb",NA,NA
"380","Arizona",4,3,2018,3,"Oregon State",NA,NA
"381","Arizona State",4,1,2018,0,"Washington",NA,NA
"382","Arkansas",4,4,2018,2,"Auburn",NA,NA
"383","Arkansas State",4,3,2018,0,"UNLV",NA,NA
"384","Army",4,1,2018,0,"Oklahoma",NA,NA
"385","Auburn",4,2,2018,9,"Arkansas",NA,NA
"386","Ball State",4,1,2018,3,"Western Kentucky",NA,NA
"387","Baylor",4,4,2018,0,"Kansas",NA,NA
"388","Boston College",4,5,2018,0,"Purdue",NA,NA
"389","Bowling Green",4,0,2018,2,"Miami (OH)",NA,NA
"390","Buffalo",4,2,2018,2,"Rutgers",NA,NA
"391","BYU",4,2,2018,1,"McNeese",NA,NA
"392","Central Michigan",4,6,2018,1,"Maine",NA,NA
"393","Charlotte",4,1,2018,0,"UMass",NA,NA
"394","Cincinnati",4,1,2018,1,"Ohio",NA,NA
"395","Clemson",4,4,2018,1,"Georgia Tech",NA,NA
"396","Coastal Carolina",4,3,2018,0,"Louisiana",NA,NA
"397","Colorado State",4,0,2018,5,"Illinois State",1,5.25
"398","Duke",4,2,2018,4,"North Carolina Central",NA,NA
"399","East Carolina",4,6,2018,0,"South Florida",NA,NA
"400","Eastern Michigan",4,4,2018,0,"San Diego State",NA,NA
"401","Florida",4,1,2018,2,"Tennessee",NA,NA
"402","Florida Atlantic",4,1,2018,7,"UCF",NA,NA
"403","Florida International",4,2,2018,0,"Miami",NA,NA
"404","Florida State",4,4,2018,3,"Northern Illinois",NA,NA
"405","Georgia",4,2,2018,3,"Missouri",NA,NA
"406","Georgia State",4,0,2018,0,"Western Michigan",NA,NA
"407","Georgia Tech",4,1,2018,1,"Clemson",NA,NA
"408","Hawai'i",4,3,2018,1,"Duquesne",2.25,3.25
"409","Houston",4,1,2018,11,"Texas Southern",NA,NA
"410","Illinois",4,2,2018,0,"Penn State",NA,NA
"411","Indiana",4,3,2018,2,"Michigan State",NA,NA
"412","Iowa",4,1,2018,1,"Wisconsin",NA,NA
"413","Iowa State",4,4,2018,3,"Akron",NA,NA
"414","Kansas",4,3,2018,3,"Baylor",NA,NA
"415","Kansas State",4,1,2018,0,"West Virginia",NA,NA
"416","Kent State",4,2,2018,3,"Ole Miss",NA,NA
"417","Kentucky",4,3,2018,4,"Mississippi State",NA,NA
"418","Liberty",4,1,2018,1,"North Texas",NA,NA
"419","Louisiana",4,2,2018,0,"Coastal Carolina",NA,NA
"420","Louisiana Monroe",4,2,2018,1,"Troy",NA,NA
"421","Louisiana Tech",4,1,2018,0,"LSU",NA,NA
"422","Louisville",4,1,2018,0,"Virginia",NA,NA
"423","LSU",4,2,2018,4,"Louisiana Tech",NA,NA
"424","Marshall",4,1,2018,12,"NC State",NA,NA
"425","Maryland",4,4,2018,0,"Minnesota",NA,NA
"426","Memphis",4,2,2018,3,"South Alabama",NA,NA
"427","Miami",4,2,2018,8,"Florida International",NA,NA
"428","Miami (OH)",4,5,2018,6,"Bowling Green",NA,NA
"429","Michigan",4,4,2018,4,"Nebraska",NA,NA
"430","Michigan State",4,5,2018,1,"Indiana",NA,NA
"431","Minnesota",4,1,2018,0,"Maryland",NA,NA
"432","Mississippi State",4,3,2018,0,"Kentucky",NA,NA
"433","Missouri",4,0,2018,1,"Georgia",NA,NA
"434","Navy",4,1,2018,2,"SMU",NA,NA
"435","NC State",4,1,2018,12,"Marshall",NA,NA
"436","Nebraska",4,1,2018,1,"Michigan",NA,NA
"437","Nevada",4,3,2018,1,"Toledo",NA,NA
"438","North Carolina",4,3,2018,5,"Pittsburgh",NA,NA
"439","Northern Illinois",4,2,2018,0,"Florida State",NA,NA
"440","North Texas",4,3,2018,4,"Liberty",NA,NA
"441","Notre Dame",4,3,2018,5,"Wake Forest",NA,NA
"442","Ohio",4,0,2018,1,"Cincinnati",NA,NA
"443","Ohio State",4,4,2018,0,"Tulane",NA,NA
"444","Oklahoma",4,0,2018,2,"Army",NA,NA
"445","Oklahoma State",4,3,2018,5,"Texas Tech",NA,NA
"446","Ole Miss",4,7,2018,5,"Kent State",NA,NA
"447","Oregon",4,2,2018,1,"Stanford",NA,NA
"448","Oregon State",4,2,2018,1,"Arizona",NA,NA
"449","Penn State",4,2,2018,2,"Illinois",NA,NA
"450","Pittsburgh",4,1,2018,2,"North Carolina",NA,NA
"451","Purdue",4,4,2018,0,"Boston College",NA,NA
"452","Rice",4,1,2018,0,"Southern Mississippi",NA,NA
"453","Rutgers",4,0,2018,1,"Buffalo",NA,NA
"454","San Diego State",4,1,2018,1,"Eastern Michigan",NA,NA
"455","SMU",4,3,2018,2,"Navy",NA,NA
"456","South Alabama",4,1,2018,0,"Memphis",NA,NA
"457","South Carolina",4,2,2018,5,"Vanderbilt",NA,NA
"458","Southern Mississippi",4,0,2018,2,"Rice",NA,NA
"459","South Florida",4,1,2018,0,"East Carolina",NA,NA
"460","Stanford",4,4,2018,1,"Oregon",NA,NA
"461","Syracuse",4,6,2018,3,"Connecticut",NA,NA
"462","TCU",4,3,2018,6,"Texas",NA,NA
"463","Temple",4,6,2018,0,"Tulsa",NA,NA
"464","Tennessee",4,2,2018,2,"Florida",NA,NA
"465","Texas",4,0,2018,4,"TCU",NA,NA
"466","Texas A&M",4,0,2018,1,"Alabama",NA,NA
"467","Texas State",4,1,2018,4,"UT San Antonio",NA,NA
"468","Texas Tech",4,2,2018,5,"Oklahoma State",NA,NA
"469","Toledo",4,1,2018,5,"Nevada",NA,NA
"470","Troy",4,2,2018,3,"Louisiana Monroe",NA,NA
"471","Tulane",4,3,2018,0,"Ohio State",NA,NA
"472","Tulsa",4,0,2018,0,"Temple",NA,NA
"473","UCF",4,0,2018,7,"Florida Atlantic",NA,NA
"474","UMass",4,5,2018,0,"Charlotte",0.5,0.25
"475","UNLV",4,3,2018,0,"Arkansas State",NA,NA
"476","USC",4,1,2018,2,"Washington State",NA,NA
"477","Utah State",4,2,2018,3,"Air Force",NA,NA
"478","UTEP",4,2,2018,1,"New Mexico State",NA,NA
"479","UT San Antonio",4,5,2018,3,"Texas State",NA,NA
"480","Vanderbilt",4,1,2018,0,"South Carolina",NA,NA
"481","Virginia",4,4,2018,3,"Louisville",NA,NA
"482","Virginia Tech",4,3,2018,8,"Old Dominion",NA,NA
"483","Wake Forest",4,1,2018,3,"Notre Dame",NA,NA
"484","Washington",4,0,2018,0,"Arizona State",NA,NA
"485","Washington State",4,2,2018,0,"USC",NA,NA
"486","Western Kentucky",4,1,2018,6,"Ball State",NA,NA
"487","Western Michigan",4,4,2018,2,"Georgia State",NA,NA
"488","West Virginia",4,2,2018,1,"Kansas State",NA,NA
"489","Wisconsin",4,0,2018,0,"Iowa",NA,NA
"490","Connecticut",4,1,2018,2,"Syracuse",NA,NA
"491","New Mexico State",4,8,2018,0,"UTEP",1.5,3
"492","Old Dominion",4,4,2018,2,"Virginia Tech",NA,NA
"493","Air Force",5,0,2018,0,"Nevada",NA,NA
"494","Alabama",5,2,2018,3,"Louisiana",4,6.75
"495","Appalachian State",5,1,2018,0,"South Alabama",NA,NA
"496","Arizona",5,2,2018,0,"USC",1.25,1.5
"497","Arizona State",5,5,2018,0,"Oregon State",3.5,0.5
"498","Arkansas",5,3,2018,0,"Texas A&M",2.25,4.5
"499","Arkansas State",5,1,2018,0,"Georgia Southern",3.25,1.75
"500","Army",5,0,2018,1,"Buffalo",1.75,0
"501","Auburn",5,2,2018,2,"Southern Mississippi",3.25,4.75
"502","Ball State",5,5,2018,2,"Kent State",1.5,2.25
"503","Baylor",5,2,2018,1,"Oklahoma",2.25,2.25
"504","Boise State",5,5,2018,0,"Wyoming",NA,NA
"505","Boston College",5,2,2018,1,"Temple",4,2
"506","Bowling Green",5,0,2018,0,"Georgia Tech",1.25,3.25
"507","Buffalo",5,1,2018,0,"Army",2.75,1
"508","BYU",5,1,2018,0,"Washington",1.25,0.75
"509","California",5,0,2018,1,"Oregon",NA,NA
"510","Central Michigan",5,2,2018,1,"Michigan State",2,2
"511","Charlotte",5,1,2018,0,"UAB",1.75,3
"512","Cincinnati",5,1,2018,5,"Connecticut",2,2.25
"513","Clemson",5,1,2018,6,"Syracuse",4,2.75
"514","Coastal Carolina",5,2,2018,0,"Troy",1.75,1.75
"515","Colorado",5,3,2018,4,"UCLA",NA,NA
"516","Duke",5,1,2018,2,"Virginia Tech",2.25,5.75
"517","East Carolina",5,9,2018,3,"Old Dominion",NA,NA
"518","Eastern Michigan",5,0,2018,2,"Northern Illinois",2,1.25
"519","Florida",5,6,2018,2,"Mississippi State",2.25,3.5
"520","Florida Atlantic",5,1,2018,3,"Middle Tennessee",1.25,3.75
"521","Florida International",5,2,2018,2,"Arkansas-Pine Bluff",2.25,1
"522","Florida State",5,4,2018,5,"Louisville",2.5,2.5
"523","Fresno State",5,5,2018,1,"Toledo",NA,NA
"524","Georgia",5,2,2018,0,"Tennessee",0.75,1.25
"525","Georgia Southern",5,6,2018,0,"Arkansas State",NA,NA
"526","Georgia State",5,1,2018,2,"Louisiana Monroe",0.5,0.25
"527","Georgia Tech",5,2,2018,5,"Bowling Green",1,0.75
"528","Hawai'i",5,5,2018,2,"San José State",2.25,2.25
"529","Indiana",5,2,2018,2,"Rutgers",2,2.25
"530","Iowa State",5,1,2018,1,"TCU",NA,NA
"531","Kansas",5,0,2018,2,"Oklahoma State",1.25,1.75
"532","Kansas State",5,2,2018,2,"Texas",0.75,3.75
"533","Kent State",5,2,2018,6,"Ball State",2.75,2.75
"534","Kentucky",5,4,2018,2,"South Carolina",2,4.5
"535","Liberty",5,2,2018,0,"New Mexico",NA,NA
"536","Louisiana",5,1,2018,0,"Alabama",NA,NA
"537","Louisiana Monroe",5,3,2018,1,"Georgia State",2.75,2
"538","Louisiana Tech",5,5,2018,5,"North Texas",NA,NA
"539","Louisville",5,0,2018,3,"Florida State",1.5,1.5
"540","LSU",5,1,2018,4,"Ole Miss",3,3
"541","Marshall",5,4,2018,5,"Western Kentucky",NA,NA
"542","Memphis",5,3,2018,0,"Tulane",2.25,2.75
"543","Miami",5,3,2018,3,"North Carolina",2.75,3.5
"544","Miami (OH)",5,1,2018,2,"Western Michigan",2.5,2.75
"545","Michigan",5,6,2018,2,"Northwestern",2.625,2.5
"546","Michigan State",5,3,2018,4,"Central Michigan",NA,NA
"547","Middle Tennessee",5,0,2018,3,"Florida Atlantic",NA,NA
"548","Mississippi State",5,1,2018,3,"Florida",3.25,3
"549","NC State",5,4,2018,3,"Virginia",NA,NA
"550","Nebraska",5,1,2018,3,"Purdue",NA,NA
"551","Nevada",5,2,2018,2,"Air Force",3.25,0.75
"552","New Mexico",5,1,2018,2,"Liberty",NA,NA
"553","North Carolina",5,2,2018,0,"Miami",NA,NA
"554","Northern Illinois",5,3,2018,1,"Eastern Michigan",3.25,1.25
"555","North Texas",5,2,2018,5,"Louisiana Tech",3.5,3
"556","Northwestern",5,1,2018,3,"Michigan",NA,NA
"557","Notre Dame",5,5,2018,4,"Stanford",2,6
"558","Ohio",5,3,2018,1,"UMass",NA,NA
"559","Ohio State",5,4,2018,2,"Penn State",3.75,2
"560","Oklahoma",5,6,2018,7,"Baylor",2.25,2
"561","Oklahoma State",5,5,2018,1,"Kansas",4.75,3.75
"562","Ole Miss",5,1,2018,0,"LSU",2.25,5.75
"563","Oregon",5,3,2018,2,"California",3.25,2.5
"564","Oregon State",5,0,2018,0,"Arizona State",1.25,1.25
