"","player","player_id","position","team_name","player_game_count","attempts","completion_percent","completions","first_downs","franchise_id","interceptions","qb_rating","sacks","touchdowns","yards","ypa","week","year","dk_pts","fd_pts","string","team","head_coach","L3_attempts","L3_completion_percent","L3_completions","L3_first_downs","L3_interceptions","L3_qb_rating","L3_sacks","L3_touchdowns","L3_yards","L3_ypa","L3_dk_pts","L3_fd_pts"
"6389","Keon Howard",40418,"QB","TULANE",1,1,100,1,1,319,0,158.3,0,1,15,15,9,2020,4.6,4.6,2,"Tulane","Willie Fritz",14.5,21.675,6,4.5,0.25,45.725,0.5,0,73.75,2.625,2.7,2.7
"6390","Zach Smith",25631,"QB","TULSA",1,37,51.4,19,12,320,2,68.9,3,2,253,6.8,9,2020,16.12,16.12,1,"Tulsa","Philip Montgomery",27.75,64.9,18,10.75,1,103.55,1,2.5,250.5,9,19.77,19.02
"6391","Bryson Lucero",97608,"QB","UAB",1,14,50,7,2,321,2,23.8,0,0,66,4.7,9,2020,0.64,0.64,1,"UAB","Bill Clark",28,54.05,15.25,9.5,1.5,70.15,0.75,1.5,191.5,6.825,12.91,12.16
"6392","Tyler Johnston III",60570,"QB","UAB",1,9,44.4,4,4,321,0,76.6,0,0,81,9,9,2020,3.24,3.24,2,"UAB","Bill Clark",23,58.175,14.25,8,0.75,74.725,1.75,1.25,154.75,6.125,10.44,10.44
"6393","Dillon Gabriel",86272,"QB","UCF",1,33,57.6,19,14,323,0,111.7,7,2,328,9.9,9,2020,24.12,21.12,1,"UCF","Josh Heupel",46.75,64.85,30.25,19.25,0.25,120.775,1.5,3.75,440,9.5,35.35,32.35
"6394","Max Gilliam",38503,"QB","UNLV",1,40,67.5,27,15,325,0,96.6,3,2,207,5.2,9,2020,16.28,16.28,1,"UNLV","Marcus Arroyo",14.25,62.725,9,4,0.25,89.575,1.25,0.75,97.25,5.5,6.64,6.64
"6395","Jason Shelley",60581,"QB","UTAH ST",1,22,59.1,13,3,329,1,64.2,1,1,88,4,9,2020,6.52,6.52,1,"Utah State","Gary Andersen",27,51.9,14,8,1,44.1,3,0,92,3.4,2.68,2.68
"6396","Jason Shelley",60581,"QB","UTAH ST",1,22,59.1,13,3,329,1,64.2,1,1,88,4,9,2020,6.52,6.52,1,"Utah State","Frank Maile",25.3333333333333,54.3,13.6666666666667,6.33333333333333,1,50.8,2.33333333333333,0.333333333333333,90.6666666666667,3.6,3.96,3.96
"6397","Andrew Peasley",83581,"QB","UTAH ST",1,9,55.6,5,1,329,1,21.3,0,0,24,2.7,9,2020,-0.04,-0.04,2,"Utah State","Gary Andersen",6,58.3333333333333,2.66666666666667,1.33333333333333,0,56.9333333333333,0,0,14.3333333333333,2.43333333333333,0.573333333333333,0.573333333333333
"6398","Andrew Peasley",83581,"QB","UTAH ST",1,9,55.6,5,1,329,1,21.3,0,0,24,2.7,9,2020,-0.04,-0.04,2,"Utah State","Frank Maile",6.75,57.65,3.25,1.25,0.25,48.025,0,0,16.75,2.5,0.42,0.42
"6399","Frank Harris",60586,"QB","UTSA",1,27,44.4,12,8,331,0,55.9,4,0,109,4,9,2020,4.36,4.36,1,"UT San Antonio","Jeff Traylor",16.75,49.9,8.75,5.25,0.75,65.925,1.25,0.5,87,4.875,4.73,4.73
"6400","Jordan Weeks",83585,"QB","UTSA",1,8,25,2,1,331,0,39.6,3,0,17,2.1,9,2020,0.68,0.68,2,"UT San Antonio","Jeff Traylor",21.25,51.25,11.25,6.5,1,60.55,1.5,0.5,125.75,6.175,6.03,6.03
"6401","Hendon Hooker",60593,"QB","VA TECH",1,10,100,10,9,337,0,118.8,3,0,183,18.3,9,2020,7.32,7.32,1,"Virginia Tech","Justin Fuente",25.25,53.75,13.5,9,1.25,87.125,2.75,1.5,196,8.025,13.34,12.59
"6402","Ken Seals",124359,"QB","VANDERBILT",1,41,75.6,31,17,333,1,103.6,1,2,319,7.8,9,2020,22.76,19.76,1,"Vanderbilt","Todd Fitch",25,56.55,14,6.5,1,68.45,2.5,1,130.5,5.25,8.22,8.22
"6403","Ken Seals",124359,"QB","VANDERBILT",1,41,75.6,31,17,333,1,103.6,1,2,319,7.8,9,2020,22.76,19.76,1,"Vanderbilt","Derek Mason",28.75,64.875,19,9.25,0.75,85.3,2.25,1.25,182,6.125,12.28,11.53
"6404","Brennan Armstrong",77696,"QB","VIRGINIA",1,22,54.5,12,10,335,1,107.6,3,3,208,9.5,9,2020,19.32,19.32,1,"Virginia","Bronco Mendenhall",32,56.85,17.5,10.5,1.5,70.3,2.25,1.75,193.5,6.075,13.24,13.24
"6405","Tyrrell Pigrome",46511,"QB","W KENTUCKY",1,30,63.3,19,8,346,0,80.7,1,1,106,3.5,9,2020,8.24,8.24,1,"Western Kentucky","Tyson Helton",22.5,59.35,13.75,7,0,101.6,1.25,1.5,125.75,6.1,11.03,11.03
"6406","Jarret Doege",60353,"QB","W VIRGINIA",1,33,63.6,21,14,343,0,112.1,2,2,291,8.8,9,2020,19.64,19.64,1,"West Virginia","Neal Brown",43.5,61.775,27,13.75,0.75,85.575,2.25,1.5,290.25,6.65,18.36,16.86
"6407","Sam Hartman",77618,"QB","WAKE",1,33,57.6,19,13,339,0,91.7,2,1,250,7.6,9,2020,14,14,1,"Wake Forest","Dave Clawson",24,67.2,15.75,11,0,104.975,3.5,0.75,205.25,8.725,11.96,11.21
"6408","Levi Williams",98365,"QB","WYOMING",1,18,50,9,5,351,0,69.7,1,0,112,6.2,9,2020,4.48,4.48,1,"Wyoming","Craig Bohl",17.5,62.1,8.75,5.5,0.75,82.625,1.5,1,142.5,9.1,8.95,8.95
"6409","Zach Gibson",100201,"QB","AKRON",1,30,60,18,5,102,1,66.7,3,1,125,4.2,10,2020,8,8,1,"Akron","Tom Arth",20.25,46.35,10.25,4.5,0.75,50.75,3,0.25,106.25,5.05,4.5,4.5
"6410","T.J. DeShields",77700,"QB","AKRON",1,2,50,1,0,102,0,56.3,0,0,1,0.5,10,2020,0.04,0.04,2,"Akron","Tom Arth",2.66666666666667,33.3333333333333,1,0.333333333333333,0.666666666666667,27.8,0,0,7.33333333333333,2.76666666666667,-0.373333333333333,-0.373333333333333
"6411","Zac Thomas",39989,"QB","APP STATE",1,28,64.3,18,9,108,0,116.4,0,3,168,6,10,2020,18.72,18.72,1,"Appalachian State","Shawn Clark",24.5,66.225,15.75,11,0.75,98.775,2,1.75,190.5,7.95,13.87,13.87
"6412","Malik Williams",61121,"WR","APP STATE",1,1,0,0,0,108,0,39.6,0,0,0,0,10,2020,0,0,2,"Appalachian State","Shawn Clark",1,0,0,0,0,39.6,0,0,0,0,0,0
"6413","Jayden Daniels",97993,"QB","ARIZONA ST",1,23,47.8,11,7,110,0,80,2,1,130,5.7,10,2020,9.2,9.2,1,"Arizona State","Herm Edwards",29,59.875,17.5,10.25,0,102,3.25,1.5,260.5,8.55,17.92,16.42
"6414","Logan Bonner",39990,"QB","ARK STATE",1,30,53.3,16,6,113,2,36.4,2,0,127,4.2,10,2020,3.08,3.08,1,"Arkansas State","Blake Anderson",25.25,57.25,14.5,10,0,95.975,1.5,1.5,159.75,6.575,12.39,12.39
"6415","Layne Hatcher",82068,"QB","ARK STATE",1,10,50,5,4,113,0,117.5,1,1,97,9.7,10,2020,7.88,7.88,2,"Arkansas State","Blake Anderson",20.75,60.825,13,10,0.25,111.7,1.75,2,211,10.05,16.94,16.19
"6416","Feleipe Franks",40217,"QB","ARKANSAS",1,24,75,18,10,111,0,141.5,4,3,215,9,10,2020,20.6,20.6,1,"Arkansas","Sam Pittman",30.5,69.125,21,13.75,0.25,117.25,3.5,2.5,248,8.175,20.42,19.67
"6417","De'Vion Warren",61141,"WR","ARKANSAS",1,1,0,0,0,111,0,39.6,0,0,0,0,10,2020,0,0,2,"Arkansas","Sam Pittman",2,0,0,0,0,39.6,0,0,0,0,0,0
"6418","Drew Plitt",39879,"QB","BALL ST",1,32,59.4,19,17,117,1,89.2,5,1,309,9.7,10,2020,18.36,15.36,1,"Ball State","Mike Neu",27.75,62.575,17.5,11.75,0.25,104.9,2.25,1.75,234.75,8.425,16.89,16.14
"6419","Charlie Brewer",60344,"QB","BAYLOR",1,33,66.7,22,13,118,2,99.9,1,3,295,8.9,10,2020,21.8,21.8,1,"Baylor","Dave Aranda",35,60.15,21,11.5,0.75,87.1,4,2,204.75,5.875,15.44,15.44
"6420","Jack Sears",60580,"QB","BOISE ST",1,4,100,4,2,120,0,109.4,1,0,41,10.3,10,2020,1.64,1.64,3,"Boise State","Bryan Harsin",12,80,10,7,0,125,0,1.5,153,10.25,12.12,12.12
"6421","Phil Jurkovec",83533,"QB","BOSTON COL",1,28,67.9,19,7,121,0,101.5,1,1,208,7.4,10,2020,12.32,12.32,1,"Boston College","Jeff Hafley",34.25,57.425,20.25,13.5,0,106.4,2.75,2.25,255,7.65,20.7,19.2
"6422","Kyle Vantrease",55029,"QB","BUFFALO",1,18,66.7,12,7,126,1,94.2,0,1,178,9.9,10,2020,10.12,10.12,1,"Buffalo","Lance Leipold",18.25,56.1,10,7.25,0.25,85.6,0,0.75,129.75,7.225,7.94,7.94
"6423","Zach Wilson",82096,"QB","BYU",1,27,77.8,21,16,128,0,143.4,3,2,359,13.3,10,2020,25.36,22.36,1,"BYU","Kalani Sitake",30.25,69,20.75,14.75,0.25,131.05,0.5,3.25,301.5,10.05,25.56,24.81
"6424","Daniel Richardson",97103,"QB","C MICHIGAN",1,42,57.1,24,13,134,0,82,0,1,246,5.9,10,2020,13.84,13.84,1,"Central Michigan","Jim McElwain",3,33.3,1,0,0,42.4,0,0,1,0.3,0.04,0.04
"6425","Desmond Ridder",55086,"QB","CINCINNATI",1,27,63,17,14,138,1,76.5,1,1,162,6,10,2020,9.48,9.48,1,"Cincinnati","Luke Fickell",26.5,64.675,17,12,1.25,94.25,1,2,199.5,7.425,14.73,14.73
"6426","Ben Bryant",77655,"QB","CINCINNATI",1,3,100,3,0,138,0,79.2,0,0,6,2,10,2020,0.24,0.24,2,"Cincinnati","Luke Fickell",11.75,65.625,7,3.75,0.5,80.7,1.75,0.5,76.75,5.45,4.57,4.57
"6427","DJ Uiagalelei",122162,"QB","CLEMSON",1,44,65.9,29,17,140,0,113.7,2,2,439,10,10,2020,28.56,25.56,1,"Clemson","Dabo Swinney",12,50.775,8,4.75,0,68.2,0.25,0.5,88.25,2.925,6.28,5.53
"6428","Grayson McCall",98002,"QB","COAST CAR",1,24,70.8,17,12,141,0,111.3,1,1,209,8.7,10,2020,12.36,12.36,1,"Coastal Carolina","Jamey Chadwell",23.25,70.9,16.5,13,0.25,138.575,0.5,3,262.75,11.8,23.01,22.26
"6429","Fred Payton",82102,"QB","COAST CAR",1,1,0,0,0,141,0,39.6,0,0,0,0,10,2020,0,0,2,"Coastal Carolina","Jamey Chadwell",11,41.8,6,4.75,0.5,73.75,1.25,1,78.5,4.425,6.64,6.64
"6430","Patrick O'Brien",40273,"QB","COLO STATE",1,26,69.2,18,9,144,0,126.3,3,2,255,9.8,10,2020,18.2,18.2,1,"Colorado State","Steve Addazio",30.75,64.9,19.75,12.5,1,96.65,3,1.5,237.25,7.8,15.99,14.49
"6431","Sam Noyer",40048,"QB","COLORADO",1,32,62.5,20,13,143,0,98,0,1,257,8,10,2020,14.28,14.28,1,"Colorado","Karl Dorrell",4.5,50,2.5,1,0.5,47.9,0.5,0,23,5.75,0.42,0.42
"6432","Tyler Lytle",60364,"QB","COLORADO",1,2,100,2,0,143,0,79.2,0,0,4,2,10,2020,0.16,0.16,2,"Colorado","Karl Dorrell",3.66666666666667,53.3333333333333,2.66666666666667,1.33333333333333,0.666666666666667,61.8,2,0,36.6666666666667,7.33333333333333,0.8,0.8
"6433","Chase Brice",60363,"QB","DUKE",1,23,47.8,11,7,154,1,51.9,3,0,155,6.7,10,2020,5.2,5.2,1,"Duke","David Cutcliffe",33,57.475,19,13,1.25,78.675,3.5,1.25,210.25,6.6,12.16,12.16
"6434","Gunnar Holmberg",77625,"QB","DUKE",1,9,77.8,7,4,154,0,99.5,2,0,71,7.9,10,2020,2.84,2.84,2,"Duke","David Cutcliffe",2,83.35,1.5,1,0.5,81.95,0,0,16.5,9.5,0.16,0.16
"6435","Holton Ahlers",77651,"QB","E CAROLINA",1,43,62.8,27,12,156,0,111.7,5,3,351,8.2,10,2020,29.04,26.04,1,"East Carolina","Mike Houston",38.75,61.925,24.5,13.25,1.25,93.4,1.25,2.25,250.75,6.8,18.53,17.78
"6436","Preston Hutchinson",60370,"QB","E MICHIGAN",1,35,60,21,14,160,2,76,4,2,241,6.9,10,2020,15.64,15.64,1,"Eastern Michigan","Chris Creighton",14.5,50.95,10.75,5.75,0.25,71.85,2.25,0.75,115.5,4.65,8.12,7.37
"6437","Nick Tronti",60409,"QB","FAU",1,16,43.8,7,6,165,0,66.7,4,0,108,6.8,10,2020,4.32,4.32,1,"Florida Atlantic","Willie Taggart",18.5,66.5,10.5,5.5,0.25,101.375,1.5,1,102.5,7.625,7.85,7.85
"6438","Kyle Trask",39987,"QB","FLORIDA",1,43,69.8,30,22,163,1,127.5,1,4,474,11,10,2020,36.96,33.96,1,"Florida","Dan Mullen",34.75,68.5,23.75,16,0.5,131.775,1,4.5,335.75,9.625,33.18,30.93
"6439","Chubba Purdy",122412,"QB","FLORIDA ST",1,21,57.1,12,3,167,1,42.4,2,0,38,1.8,10,2020,0.52,0.52,1,"Florida State","Mike Norvell",9,0,0,0,0,39.6,0,0,0,0,0,0
"6440","Jordan Travis",77615,"QB","FLORIDA ST",1,18,61.1,11,3,167,1,54.4,6,0,106,5.9,10,2020,3.24,3.24,2,"Florida State","Mike Norvell",23,52.675,11.75,8,0.75,85.05,2,1,186.5,8.85,10.71,10.71
"6441","James Blackman",60382,"QB","FLORIDA ST",1,2,0,0,0,167,1,0,0,0,0,0,10,2020,-1,-1,3,"Florida State","Mike Norvell",25.75,56.175,14.25,8.5,1.5,67.225,3.5,0.75,151,6.325,7.54,7.54
"6442","Jake Haener",60596,"QB","FRESNO ST",1,23,65.2,15,8,169,0,100.6,4,1,164,7.1,10,2020,10.56,10.56,1,"Fresno State","Kalen DeBoer",31.5,61.8,19.5,14,1.5,94.45,3.5,2,300,9.5,20,18.5
"6443","Ben Wooldridge",82115,"QB","FRESNO ST",1,12,41.7,5,4,169,0,64.6,0,0,80,6.7,10,2020,3.2,3.2,2,"Fresno State","Kalen DeBoer",3.33333333333333,78.3333333333333,2.33333333333333,1.33333333333333,0,108.666666666667,0,0.333333333333333,22.3333333333333,9.63333333333333,2.22666666666667,2.22666666666667
"6444","Shai Werts",40384,"QB","GA SOUTHRN",1,13,92.3,12,6,174,1,61.9,2,0,85,6.5,10,2020,2.4,2.4,1,"Georgia Southern","Chad Lunsford",13.25,51.025,6.75,5.25,0.75,62.7,1.5,0.75,86.25,6.725,5.7,5.7
"6445","Cornelious Brown IV",98356,"QB","GA STATE",1,31,61.3,19,10,175,0,115.9,1,3,227,7.3,10,2020,21.08,21.08,1,"Georgia State","Shawn Elliott",26,60.85,15.75,8.25,1,80.45,1.25,2,186.5,6.425,15.21,14.46
"6446","Stetson Bennett",60387,"QB","GEORGIA",1,16,31.3,5,4,173,1,43.2,0,1,78,4.9,10,2020,6.12,6.12,1,"Georgia","Kirby Smart",27.5,56.8,15,11,1.25,79.35,0.75,1.25,218.75,8.275,12.5,12.5
"6447","D'Wan Mathis",99130,"QB","GEORGIA",1,13,30.8,4,1,173,2,26.3,3,1,34,2.6,10,2020,3.36,3.36,2,"Georgia","Kirby Smart",17,47.1,8,3,1,30.3,2,0,55,3.2,1.2,1.2
"6448","Chevan Cordeiro",75886,"QB","HAWAII",1,43,76.7,33,17,180,2,117.4,1,4,410,9.5,10,2020,33.4,30.4,1,"Hawai'i","Todd Graham",17.5,41.275,9.5,5.25,0.25,73.3,2.75,0.5,112,5.175,6.23,6.23
"6449","Clayton Tune",77652,"QB","HOUSTON",1,34,58.8,20,8,182,1,62,1,0,189,5.6,10,2020,6.56,6.56,1,"Houston","Dana Holgorsen",35.25,61.5,21.5,15.5,1,97.425,2.5,2,300,8.625,21.25,19
"6450","Coran Taylor",82128,"QB","ILLINOIS",1,17,35.3,6,5,187,0,77.1,5,1,106,6.2,10,2020,8.24,8.24,1,"Illinois","Lovie Smith",29,58.6,17,10,2,84.4,1,2,273,9.4,16.92,16.92
"6451","Coran Taylor",82128,"QB","ILLINOIS",1,17,35.3,6,5,187,0,77.1,5,1,106,6.2,10,2020,8.24,8.24,1,"Illinois","Rod Smith",25,50.8333333333333,13.3333333333333,8.33333333333333,1.33333333333333,81.9666666666667,2.33333333333333,1.66666666666667,217.333333333333,8.33333333333333,14.0266666666667,14.0266666666667
"6452","Michael Penix Jr.",82134,"QB","INDIANA",1,50,60,30,19,190,0,100.6,0,3,342,6.8,10,2020,28.68,25.68,1,"Indiana","Tom Allen",22.75,62.3,13.75,8.75,0.5,97.725,1,1.25,177.75,8.7,11.61,11.61
"6453","Spencer Petras",82136,"QB","IOWA",1,27,55.6,15,9,192,0,86.5,1,1,167,6.2,10,2020,10.68,10.68,1,"Iowa","Kirk Ferentz",25,58.1,13.5,6.75,0.75,65.05,0.5,0.25,126.5,4.15,5.31,5.31
"6454","Brock Purdy",77672,"QB","IOWA STATE",1,24,62.5,15,15,193,3,82.6,0,3,164,6.8,10,2020,15.56,15.56,1,"Iowa State","Matt Campbell",33.75,61.225,21.25,13,0.5,92.35,1,1.5,239.5,7.35,15.83,15.08
"6455","Jalon Daniels",122555,"QB","KANSAS",1,32,34.4,11,6,198,2,19.7,8,0,115,3.6,10,2020,2.6,2.6,1,"Kansas","Les Miles",26.75,56.825,15,8,0.5,62.7,3.75,0,133.25,4,4.83,4.83
"6456","Miles Kendrick",77673,"QB","KANSAS",1,4,75,3,2,198,0,141.7,0,1,36,9,10,2020,5.44,5.44,2,"Kansas","Les Miles",17.25,62,10.5,4.5,1,64.5,2.75,0.75,85.5,4,5.42,5.42
"6457","Will Howard",122599,"QB","KANSAS ST",1,22,45.5,10,6,199,1,63.3,0,1,143,6.5,10,2020,8.72,8.72,1,"Kansas State","Chris Klieman",23.25,55.3,12.75,7,1,85.6,1.25,1,179.25,8.875,10.17,10.17
"6458","Dustin Crum",60418,"QB","KENT STATE",1,31,71,22,14,201,1,99,1,2,221,7.1,10,2020,15.84,15.84,1,"Kent State","Sean Lewis",24.75,71.775,17.75,13.75,0.25,120.225,2.75,1.75,250.25,10.05,17.51,16.76
"6459","Levi Lewis",60428,"QB","LA LAFAYET",1,29,58.6,17,10,207,1,83.1,1,1,244,8.4,10,2020,12.76,12.76,1,"Louisiana","Billy Napier",27.25,60.4,16.5,10,0.75,96.575,0.25,1.5,236.25,8.5,15.45,14.7
"6460","Jeremy Hunt",123483,"QB","LA MONROE",1,39,66.7,26,17,209,0,119.5,5,3,339,8.7,10,2020,28.56,25.56,1,"Louisiana Monroe","Matt Viator",6,43.325,2.5,1,0.75,44.975,0,0.25,19.75,3.175,1.04,1.04
"6461","Colby Suits",82143,"QB","LA MONROE",1,3,0,0,0,209,1,0,1,0,0,0,10,2020,-1,-1,2,"Louisiana Monroe","Matt Viator",37.5,57.275,21.5,12.25,1,66.95,2,1,208,5.35,12.07,11.32
"6462","Malik Willis",60341,"QB","LIBERTY",1,30,66.7,20,12,206,0,121.1,2,3,217,7.2,10,2020,20.68,20.68,1,"Liberty","Hugh Freeze",27.25,68.65,18.5,12.75,0.25,112.075,2.75,2.25,245.5,8.975,19.32,18.57
"6463","Grant Wells",97784,"QB","MARSHALL",1,30,70,21,13,214,0,125.4,1,3,228,7.6,10,2020,21.12,21.12,1,"Marshall","Doc Holliday",25.25,63.175,15.75,9.5,1,84.5,0.25,1,200.25,7.925,11.01,11.01
"6464","Luke Zban",82147,"QB","MARSHALL",1,2,0,0,0,214,0,39.6,1,0,0,0,10,2020,0,0,2,"Marshall","Doc Holliday",6,100,6,3,0,132.6,0,1,38,6.3,5.52,5.52
"6465","Taulia Tagovailoa",97271,"QB","MARYLAND",1,27,66.7,18,11,215,0,138.2,2,3,282,10.4,10,2020,23.28,23.28,1,"Maryland","Mike Locksley",29.5,64.75,19.5,13,2,76.55,1.5,1.5,242,7.65,15.18,13.68
"6466","Brady White",25506,"QB","MEMPHIS",1,50,60,30,19,218,1,106.8,2,4,437,8.7,10,2020,35.48,32.48,1,"Memphis","Ryan Silverfield",40.5,58.725,24.25,16.5,0.75,106.975,2.5,3.5,354.5,8.7,30.43,27.43
"6467","D'Eriq King",26636,"QB","MIAMI FL",1,42,73.8,31,16,220,0,145.8,1,5,430,10.2,10,2020,40.2,37.2,1,"Miami","Manny Diaz",32.75,58.225,19.5,11,1,82.65,3,1.75,233,7.1,16.07,15.32
"6468","Brett Gabbert",97404,"QB","MIAMI OH",1,8,62.5,5,3,221,0,93.8,0,0,76,9.5,10,2020,3.04,3.04,2,"Miami (OH)","Chuck Martin",21.75,60.6,12.75,8.5,0.5,90.925,2,0.5,170,8.875,8.3,8.3
"6469","Rocky Lombardi",60452,"QB","MICH STATE",1,38,44.7,17,9,223,3,31.4,1,0,227,6,10,2020,6.08,6.08,1,"Michigan State","Mel Tucker",23.75,43.825,13.25,8,1,59.05,0.5,1.5,177.75,5.75,13.61,12.11
"6470","Joe Milton III",82151,"QB","MICHIGAN",1,34,52.9,18,15,222,2,93.3,3,3,344,10.1,10,2020,26.76,23.76,1,"Michigan","Jim Harbaugh",19.75,51.475,12.5,9,0.25,88.1,1,0.5,146.75,7.775,8.37,7.62
"6471","Tanner Morgan",55239,"QB","MINNESOTA",1,27,63,17,13,225,1,84.8,1,1,216,8,10,2020,11.64,11.64,1,"Minnesota","P.J. Fleck",27.75,60.75,16.5,11.25,0.75,99.45,2.75,1.5,239.25,9.175,14.82,14.82
"6472","Will Rogers",124184,"QB","MISS STATE",1,47,76.6,36,9,227,0,93.4,3,1,230,4.9,10,2020,13.2,13.2,1,"Mississippi State","Mike Leach",23.3333333333333,69.4,16,5.33333333333333,1.33333333333333,62.7333333333333,0.666666666666667,0.333333333333333,103.333333333333,4.53333333333333,4.13333333333333,4.13333333333333
"6473","Sam Howell",97599,"QB","N CAROLINA",1,27,66.7,18,15,245,1,115.5,1,3,235,8.7,10,2020,20.4,20.4,1,"North Carolina","Mack Brown",28.75,69.275,19.5,13.75,0.25,129.225,3.25,2.75,324.25,11.325,25.22,23.72
"6474","Ross Bowers",38380,"QB","N ILLINOIS",1,29,62.1,18,10,254,1,79.1,3,1,196,6.8,10,2020,10.84,10.84,1,"Northern Illinois","Thomas Hammock",26.75,58.75,15.75,9.25,1,78.5,1,0.75,208.25,7.675,11.08,10.33
"6475","Bailey Hockman",60383,"QB","NC STATE",1,28,67.9,19,15,248,1,104.5,2,2,248,8.9,10,2020,16.92,16.92,1,"NC State","Dave Doeren",17.75,56.55,10.25,7,1,76.075,1.75,0.75,131.5,6.875,7.26,7.26
"6476","Thayer Thomas",61515,"WR","NC STATE",1,1,100,1,1,248,0,158.3,0,1,31,31,10,2020,5.24,5.24,2,"NC State","Dave Doeren",1,25,0.25,0.25,0,59.4,0,0,6,6,0.24,0.24
"6477","Adrian Martinez",83522,"QB","NEBRASKA",1,28,42.9,12,7,238,1,41.5,0,0,125,4.5,10,2020,4,4,1,"Nebraska","Scott Frost",20,63.35,12.5,7,0.75,78.6,2.25,0.75,143.75,6.925,8,8
"6478","Luke McCaffrey",101634,"QB","NEBRASKA",1,17,70.6,12,6,238,1,59.2,1,0,93,5.5,10,2020,2.72,2.72,2,"Nebraska","Scott Frost",4.25,80.825,3.25,2.5,0,126.3,0.25,0.5,49.25,17.05,3.97,3.97
"6479","Carson Strong",83524,"QB","NEVADA",1,52,69.2,36,19,239,0,111.9,4,3,411,7.9,10,2020,31.44,28.44,1,"Nevada","Jay Norvell",45.5,69.3,31,17,0,112.35,3,2,380.75,8.95,26.23,23.23
"6480","Tevaka Tuioti",40663,"QB","NEW MEXICO",1,31,54.8,17,10,241,0,93.6,0,2,181,5.8,10,2020,15.24,15.24,1,"New Mexico","Danny Gonzales",26,50.2,14,11,0.25,73.3,2.5,0.5,183.75,6.5,9.1,9.1
"6481","Trae Hall",83526,"QB","NEW MEXICO",1,6,33.3,2,2,241,1,17.4,2,0,39,6.5,10,2020,0.56,0.56,2,"New Mexico","Danny Gonzales",14,59.5,7.5,4,1,94.25,2,2,80.5,6.4,10.22,10.22
"6482","Ian Book",40216,"QB","NOTRE DAME",1,39,56.4,22,16,258,0,90.8,2,1,310,7.9,10,2020,19.4,16.4,1,"Notre Dame","Brian Kelly",25,61.1,15.25,11.75,0,104.225,2.25,1.5,204.5,7.925,14.93,14.18
"6483","Peyton Ramsey",40186,"QB","NWESTERN",1,27,59.3,16,13,256,2,71.4,1,2,169,6.3,10,2020,12.76,12.76,1,"Northwestern","Pat Fitzgerald",24,68.9,17,13,0.5,83.25,2,0.5,171,7.15,8.34,8.34
"6484","Justin Fields",82118,"QB","OHIO STATE",1,28,85.7,24,15,260,0,153,2,5,314,11.2,10,2020,35.56,32.56,1,"Ohio State","Ryan Day",27.75,73.725,20.25,14.25,0,139.925,3.25,3.25,298.25,11.025,26.43,24.93
"6485","Spencer Sanders",77660,"QB","OKLA STATE",1,23,60.9,14,6,262,0,72.4,3,0,108,4.7,10,2020,4.32,4.32,1,"Oklahoma State","Mike Gundy",22.5,74.925,15.25,11.5,0.75,104.625,1.75,1.5,206,9.35,14.24,13.49
"6486","Spencer Rattler",97408,"QB","OKLAHOMA",1,27,55.6,15,13,261,1,78,1,1,212,7.9,10,2020,11.48,11.48,1,"Oklahoma","Lincoln Riley",30.75,66.05,20.5,14,0.5,114.075,1.5,2.25,282.25,9.75,21.29,19.79
"6487","Tanner Mordecai",77656,"QB","OKLAHOMA",1,8,87.5,7,6,261,0,158.3,1,1,128,16,10,2020,9.12,9.12,2,"Oklahoma","Lincoln Riley",9,69.7,6.75,5.25,0.25,95.075,0.5,0.25,78.5,8.925,3.89,3.89
"6488","Chandler Morris",122938,"QB","OKLAHOMA",1,1,0,0,0,261,0,39.6,0,0,0,0,10,2020,0,0,3,"Oklahoma","Lincoln Riley",2,100,2,3,0,118.8,0,0,37,18.5,1.48,1.48
"6489","Tyler Shough",83537,"QB","OREGON",1,26,65.4,17,13,264,1,89.7,1,1,227,8.7,10,2020,12.08,12.08,1,"Oregon","Mario Cristobal",3.75,76.4,3,1.75,0,112.55,0.25,0.75,36,6.975,4.44,4.44
"6490","Tristan Gebbia",60475,"QB","OREGON ST",1,49,69.4,34,19,265,0,94.7,4,1,329,6.7,10,2020,20.16,17.16,1,"Oregon State","Jonathan Smith",15.25,62.2,9.5,5,0.25,86.3,0.25,0.5,86.25,5.55,5.2,5.2
"6491","Sean Clifford",51708,"QB","PENN STATE",1,57,47.4,27,23,266,2,69.3,7,3,340,6,10,2020,26.6,23.6,1,"Penn State","James Franklin",25.5,60.6,15.75,10,1,85.725,3,1.75,180.75,6.775,13.23,13.23
"6492","Kenny Pickett",60515,"QB","PITTSBURGH",1,27,77.8,21,9,268,0,99.1,1,0,210,7.8,10,2020,8.4,8.4,1,"Pittsburgh","Pat Narduzzi",40,59.35,23.5,13.5,0.75,87.5,2.5,1.75,278,7,18.12,17.37
"6493","Noah Vedral",55406,"QB","RUTGERS",1,33,66.7,22,9,278,0,78.9,1,0,168,5.1,10,2020,6.72,6.72,1,"Rutgers","Greg Schiano",31,61.25,19,8.5,2,64.65,3,1.5,158,5.2,10.32,10.32
"6494","Artur Sitkowski",83547,"QB","RUTGERS",1,13,69.2,9,6,278,0,79.6,1,0,62,4.8,10,2020,2.48,2.48,2,"Rutgers","Greg Schiano",28.5,70.25,20,8,0.5,87.75,1,0.5,205,6.8,11.2,9.7
